id,corporate_number,positivedb_name,overtime_all,overtime_scope,overtime_unit1,overtime_unit1_hours,overtime_unit2,overtime_unit2_hours,overtime_unit3,overtime_unit3_hours,overtime_unit4,overtime_unit4_hours,overtime_unit5,overtime_unit5_hours,paid_leave_all,paid_leave_unit1,paid_leave_unit1_rate,paid_leave_unit2,paid_leave_unit2_rate,paid_leave_unit3,paid_leave_unit3_rate,paid_leave_unit4,paid_leave_unit4_rate,paid_leave_unit5,paid_leave_unit5_rate,wage_gap_all,wage_gap_regular,wage_gap_nonregular,wage_gap_period,wage_gap_note,as_of,updated_at
6861,4120001051530,株式会社キーエンス,,,,,,,,,,,,,,正社員,38.8,,,,,,,,,43.2,43.7,92,2025年3月21日～2026年3月20日,,2026年3月時点,2026年06月12日
3003,9010001008702,ヒューリック株式会社,29.9,対象正社員,正社員,29.9,,,,,,,,,81.2,,,,,,,,,,,63.1,63.7,51.3,2025年1月1日～2025年12月31日,"当社では、女性の登用を積極的に進めており、部長の最若手である45歳以上に占める部長の比率については、男女の差異は以下の通りです。
45歳以上の男性　52人うち部長　19人36.5%
45歳以上の女性　13人うち部長　3人23.1%

また、2008年に開始した新卒採用は男女同数を基本方針としており、新卒採用者における男女の賃金の差異はほとんどありません。

2008年以降の新卒社員では
（区分）　　　　　　　　（男女の賃金の差異）
全労働者　　　　　　　　　90.8%
うち正規雇用労働者　　　　90.8%
うち非正規雇用労働者　　　該当者なし

以上のように、上位職位に女性が少ないことを主要因として、男女の賃金の差異が生じているものの、2025年度は全労働者・正規雇用労働者の差異は60%以上を維持しています。
今後、新卒採用者の上位職位登用が進めば、男女の賃金の差異は縮小していく見込みです。",2025年12月時点,2026年03月24日
6146,6010801007501,株式会社ディスコ,,,,,,,,,,,,,81.6,,,,,,,,,,,57,63.3,58.4,2025年4月1日～2026年3月31日,"総合職、事務職、技能職における職群ごとの賃金等に関する内容は、有価証券報告書(下記URL p.76)に記載しております。
各職群の各等級において、男女の賃金差異に著しい差異はありません。
https://www.disco.co.jp/jp/ir/library/doc/fs/fs87.pdf",2026年3月時点,2026年08月20日
8058,5010001008771,三菱商事株式会社,10.5,その他,総合職,14.1,一般職,3.3,嘱託その他,3.2,派遣社員,5.6,,,,対象とする労働者すべて,73.1,,,,,,,,,64.7,65.2,60.1,2025年4月1日～2026年3月31日,"正規雇用には総合職と一般職を含みます。

当社では、同一資格・同一職務レベルにおける報酬体系および採用・選考において男女間で差異を設けていませんが、差異の要因として、以下2点が挙げられます。
①  一般職を希望する求職者に女性が多く、結果として採用者も女性が多いこと
②  2000年代に入る前までは総合職の採用における女性比率が一桁台と少なく、現在も特に上位の資格・職務レベルにおける男女比率に差があること
①については、今後も男女問わず適性のある人材の確保に努めます。 また、②については、社内における女性の活躍しやすい環境整備を進めるべく、マイルストーンを設定の上、採用・育成・登用の観点において取組強化を図っています。",2026年4月時点,2026年07月14日
8031,1010001008767,三井物産株式会社,6.1,対象正社員,総合職,6.1,嘱託,4.9,派遣社員,5,,,,,,社員,69,,,,,,,,,59.9,60.4,54.1,2024年4月1日～2025年3月31日,当社では人事評価に際して、一人ひとりの能力発揮と組織貢献に基づき適切に評価を行っており、同一労働における男女間賃金格差はありません。男女間賃金格差が生じる主な要因は、女性管理職比率11.0%に表されるように、相対的に賃金の高い役職における男女比率が異なることが挙げられます。2024年7月の人事制度改定により、職種（担当職及び業務職）を統合した結果、各階層別での女性比率が向上したことに伴い男女間賃金格差も改善傾向にあります。今後も女性活躍推進に向けた施策を実行することで女性の管理職登用を推進し、男女間賃金格差の縮小に取り組みます。,2025年3月時点,2025年10月10日
8001,7120001077358,伊藤忠商事株式会社,10.7,対象正社員,総合職,26,,,,,,,,,,正社員,69.1,,,,,,,,,58.4,59.2,60.9,2024年4月1日～2025年3月31日,"正規雇用従業員における役職別の男女間賃金格差は限定的。当社の女性総合職の約8割が20～30代であるため、当社全体の男女間賃金格差は58.4％。以下の女性活躍推進施策により、長期的に格差が是正される見込み。

1．女性執行役員の登用
2023年12月の取締役会において、執行役員の人事制度改訂を決定し、2024年4月1日付で新たに5名の女性
執行役員を登用し、全役員に占める女性比率が21％となった。経営層の多様化は、生活消費関連ビジネスに注力する当社にとって非常に重要な要素になるため、「2030年までに、全役員（執行役員を含む）に占める女性比率を30％以上」とする数値目標を設定。社内外に当社の女性登用に向けた「本気度」を示し、アファーマティブな挑戦機会の提供とキャリアの障壁を軽減するきめ細かな個別支援を通じた、女性幹部候補人材の育成パイプラインを強化。

2．計画的な機会提供・キャリア継続支援
経営陣が主導し、当社総合職として重要なキャリアである投資先への出向・海外駐在経験の提供、キャリア継続に向けたフェムテック活用（卵子凍結、不妊治療の費用補助）、職場の意識改革・継続的な女性登用支援を実行。

3．事務職のビジネスエキスパート(BX)職への名称変更
事務業務は成長を支える重要な業務であり、「組織を運営する要」としての「総合職のパートナー」との位置付けを再確認し、職掌名を「ビジネスエキスパート(BX)職」に改称することを決定しました。
企業価値向上を支える専門知識・スキルを習得し、専門性を発揮しながら、事務業務の統括、若手社員等の指導・育成を担います。",2025年3月時点,2025年12月26日
8801,6010001034957,三井不動産株式会社,9.1,その他,総合職,11.9,エキスパート職,11.4,業務職,5.3,契約社員,3.7,,,,正社員・契約社員（通年在籍者）,71.2,,,,,,,,,49.9,62.7,46.7,2025年4月1日～2026年3月31日,"(a)男女の賃金差異の状況について
　　賃金は性別に関係なく、同一職掌・同一資格において、同一の給与制度を適用しております。また人事評価に関しても性別による差異はございません。賃金差異は、男性従業者と女性従業者の職掌・雇用形態等における人員構成の違いなどから生じているものになります。例えば、2026年4月時点での当社の女性正社員比率は30.8%ですが、女性管理職比率は11.1%となっているなど、賃金の高い等級における女性比率が低いことも、男女の賃金差異が生じている一因となっています。
(b)男女の賃金差異の今後の対策について
　・当社は経営戦略であるD&I推進のなかでも、特に女性活躍推進を重要テーマと位置づけて取り組んでいます。その中で、女性活躍推進に関するKPIとして女性管理職比率2030年20%、女性採用比率毎年40%、育児休業取得者の復帰率毎年100%等を掲げています。
　・女性活躍を推進し、女性の自律的なキャリア形成支援や組織の意識改革、長く働き続けられる環境整備に取り組むことで、賃金の高い等級における女性比率が高まり、男女賃金差異の縮小につながるものと考えております。",2026年4月時点,2026年07月03日
3498,3370103000741,霞ヶ関キャピタル株式会社,10,対象正社員,正社員,10,派遣社員,2,,,,,,,,正社員,50,契約社員,50,,,,,,,53,50.2,106.1,2023年9月1日～2024年8月31日,,2024年8月時点,2024年11月06日
9104,4010401082896,株式会社商船三井,12.5,対象正社員,総合職(事務),13.7,総合職(技術),12.2,一般職,1.4,契約社員(フルタイム),2,嘱託社員(フルタイム),0,63.8,正社員,63.8,,,,,,,,,68.7,73.8,50.6,2025年4月1日～2026年3月31日,"・男女間賃金差異が生じる主な要因として、管理職に占める女性比率などにより、相対的に賃金の高い役職における男女比率が異なることが挙げられます。当社では職務内容と個人の能力・行動に基づいた人事運用を行っており、男女において同一の報酬制度・評価制度を適用しています。
・キャリアパスの複線化、評価・処遇制度の見直しなどを行い、男女賃金差異縮小に取り組むとともに、多様な人財一人ひとりが継続的に成長できる環境づくりを推進していきます。

（注）１．「女性の職業生活における活躍の推進に関する法律」（平成27年法律第64号）の規定に基づき算出
しています。
　　　２．労働者には受入出向者を除き、出向者、海上従業員、陸上従業員を含みます。
　　　３．男女の賃金の差異は、男性の賃金平均に対する女性の賃金平均の割合を示しています。",2025年3月時点,2026年07月16日
8802,2010001008774,三菱地所株式会社,12.1,対象正社員,総合職,14.6,総合A職,6.1,専任職,12.4,デジタル専任職,17.3,業務職,2.7,69,正社員,69.3,非正社員,67.3,,,,,,,54.3,57.3,44.6,2025年4月1日～2026年3月31日,"・「女性の職業生活における活躍の推進に関する法律」（平成27年法律第64号）の規定に基づき算出したもので、2025年4月1日時点のもの

・「2025年4月から2026年3月の課税支給総額（a）」を「2026年3月時点で給与が支給されている従業員の人数（b）」で除することで算出した「年間平均賃金（a/b）」において、男性を100とした
ときの女性の割合を記載しております。（事業年度を通じて、労働者及び男女比の変動がほぼ見
られないことから、（b）について事業年度の特定の日に雇用している労働者の数を採用しており
ます。）なお、時短勤務者等もフルタイム勤務者同様1人として集計しております。",2025年3月時点,2026年07月16日
6920,1020001022180,レーザーテック株式会社,,,,,,,,,,,,,,全労働者,69,正社員,68,有期社員,79,,,,,74.1,79.5,37.5,2024年7月1日～2025年6月30日,非正規雇用労働者：高度技術専門職、フェロー、有期契約の事務系社員含む,2025年6月時点,2025年10月16日
6532,7010401111553,株式会社ベイカレント,,,,,,,,,,,,,,,,,,,,,,,,17.8,22.5,76.2,2025年3月1日～2026年2月28日,"株式会社ベイカレント及びその子会社では、性別や年齢等の属性によらない、個人の能力に基づく評価・登用を実施しております。また、職位と賃金水準がリンクしており、同一の職位においては男女間での賃金水準に差異はございません。

尚、非正規雇用労働者の数値には、アルバイトスタッフへの賃金を含んでおります。",2026年2月時点,2026年07月10日
9101,7010001023785,日本郵船株式会社,17.3,その他,,,,,,,,,,,,全従業員（出向者、逆出向者、及び海上勤務中の社員を除く）,61.4,,,,,,,,,74.8,81.3,58.9,2025年4月1日～2026年3月31日,"男女の賃金の額の差異における対象労働者、賃金は、以下を含んでいます。
　正規雇用労働者：当社から他社への出向者、及び他社から当社への出向者を除いています。
　有期労働者：本支店勤務社員の有期雇用社員を含み、派遣社員を除いています。
　賃金：基本給、賞与、基準外賃金等を含み、退職手当・通勤手当を除いています。
 
当社では、同一職位内での男女の賃金の差異はありません。
一方で、全体としての男女の賃金の額の差異は、役職別の男女比率に起因しています。
当社では、2030年に女性管理職比率30％を目標に掲げ、採用・育成・登用を通じたパイプライン拡充に取り組んでおり、これらの施策を通じて、中長期的に男女の賃金差の解消に努めています。",2025年3月時点,2026年07月21日
4686,7480001000861,株式会社ジャストシステム,,,,,,,,,,,,,,,,,,,,,,,,52.4,69.1,87.7,2024年4月1日～2025年3月31日,,2026年3月時点,2026年06月19日
8053,1010001008692,住友商事株式会社,9.8,対象正社員,プロフェッショナル職（P1・P2）,9.9,医療従事職,2.8,,,,,,,,プロフェッショナル職,73,医療従事者,78,,,,,,,63.1,62.6,49.3,2025年4月1日～2026年3月31日,令和7年事業年度（令和7年4月～令和8年3月）,2026年4月時点,2026年06月08日
8002,9010001008776,丸紅株式会社,,,正社員,16.7,,,,,,,,,,正社員,71.4,,,,,,,,,61.5,61.9,48.9,2025年4月1日～2026年3月31日,"当社の人事制度では、性別による処遇の差は一切設けておりませんが、男女の賃金の差異が発生する要因の一つに、管理職に占める女性比率が少ないことが挙げられます。当社では、今後の管理職・管理職候補を着実に増やす仕組みとして女性のタレントパイプラインの拡張に向けた取組み（詳細は、「第2 事業の状況」における「2 サステナビリティに関する考え方及び取組 （6）人財の育成に関する方針及び社内環境整備に関する方針 ② 戦略 （d）ダイバーシティ・マネジメント ＜女性活躍推進＞」に記載）を進めており、この要因による差異は縮小していくものと考えています。
また、男女の賃金の差異が発生するもう一つの要因として、当社の人事制度では、従来、正規雇用労働者を総合職と一般職という2つの職掌に区分し、そのうち主として組織の事務・実務を担う、原則転居を伴う転勤のない一般職の女性比率が100%であったことが挙げられます。これに対しては、一般職のキャリアパスを更に拡大することを目的に、2021年度に、原則全世界転勤必須であった総合職の中に、原則転勤のないエリア限定コースを設けました。また、2024年度からは、職掌にとらわれない実力本位の適材適所を図るとともに、本人が担うミッションに応じた時価的な報酬制度を全社的に実現することを目指し、総合職と一般職の職掌区分を廃止するとともに、管理職以上には既に適用していた、ミッションをベースとした処遇決定の仕組みを非管理職にも導入しました。性別による差を設けないこれらの施策の実行・定着を図ることで、管理職に占める女性比率が高まり、女性のタレントパイプラインが強化されていくにつれて、数値の推移には各年度の個別の登用状況によるばらつきを伴いますが、男女の賃金の差異は縮まっていくものと考えています（処遇上の資格が同じ男女の賃金の差異はどの資格においても90%を超えています）。",2026年3月時点,2026年08月20日
9107,8140001005720,川崎汽船株式会社,7.5,対象正社員,総合職,8.6,一般事務職,0.2,,,,,,,,正社員,57.7,,,,,,,,,65.7,67.4,61.5,2025年4月1日～2026年3月31日,対象期間は2025年度実績,2026年3月時点,2026年06月25日
4310,6010001141902,株式会社ドリームインキュベータ,,,BP部門,15,CA部門,2.6,,,,,,,,,,,,,,,,,,,,,,,2026年6月時点,2026年06月24日
4324,4010401048922,株式会社電通グループ,,,,,,,,,,,,,,,,,,,,,,,,79.2,79.2,,2025年1月1日～2025年12月31日,"・2025年12月31日時点で雇用している労働者（出向受入社員を含まず、直接雇用社員のみ）を対象として算出
・2025事業年度通期で在籍した女性有期雇用社員がいないため、非正規雇用労働者は記載しておりません",2025年12月時点,2026年03月11日
3486,3011001044453,株式会社グローバル・リンク・マネジメント,,,正社員,1.1,再雇用,0,,,,,,,,,,,,,,,,,,,,,,,2024年12月時点,2025年12月25日
1605,7010401078520,株式会社INPEX,12,対象正社員,,,,,,,,,,,,対象とする労働者すべて,73.9,,,,,,,,,66,64.5,93.2,2025年1月1日～2025年12月31日,"男女賃金差異について、当社は「同一労働同一賃金」を原則としているものの、正規雇用において格差の主たる要因は、管理職比率に表されるように、相対的に賃金の高い役職における男女比率が異なることが挙げられます。
また、非正規雇用における賃金格差の主たる要因は、高度な専門性や経験を必要とする職務に男性が多いことが挙げられます。",2025年12月時点,2026年07月30日
9119,6010001008655,飯野海運株式会社,15.4,対象正社員,陸上総合職,18.3,一般職,4.9,,,,,,,,総合職（出向受/一部海上職含む）,50.1,一般職,66.1,,,,,,,,,,,,2025年3月時点,2026年02月26日
9168,5010401156815,株式会社ライズ・コンサルティング・グループ,26.4,対象正社員,,,,,,,,,,,82,,,,,,,,,,,59.4,61.6,39.7,2025年3月1日～2026年2月28日,,2026年2月時点,2026年06月04日
1812,8010401006744,鹿島建設株式会社,6.4,その他,総合職土木,13.5,総合職建築,16.4,総合職開発,4.8,総合職設計,11.1,総合職事務,9.4,,,,,,,,,,,,58.2,60,47,2025年4月1日～2026年3月31日,同一労働において賃金の差異はなく、採用区分、等級別の人数構成等の差によるものである。,2026年4月時点,2026年06月25日
1969,3010001008749,高砂熱学工業株式会社,26.1,対象正社員,グローバル職,28,エリア職,11.6,準グローバル職,37.3,,,,,,グローバル職,69.7,エリア職,88.2,準グローバル職,73.8,,,,,62.9,62.1,90.9,2025年4月1日～2026年3月31日,,2026年3月時点,2026年05月29日
9983,9250001000684,株式会社ファーストリテイリング,,,,,,,,,,,,,,,,,,,,,,,,60.6,65.1,51.9,2024年9月1日～2025年8月31日,"ファーストリテイリンググループでは、職種階層別に求められる能力や要件を定義したグレード制度を採用し、性別などの属性によらない、個人の能力に基づく評価・登用を実施しています。男女で同一のグレードおよび同一賃金の公正な賃金体系を適用しており、性別による賃金差異はありません。ただし、店舗運営を支える地域正社員の女性の人数が多いこと、また執行役員を含む管理職の中でも、より高いグレードに女性の人数が少ないことなど、グレード別の人数構成に起因して、賃金における男女差が発生しています。

※賃金：基本給、超過労働に対する報酬、賞与などを含み、退職、通勤手当などを除く",2025年8月時点,2026年01月28日
4051,5011001064508,ＧＭＯフィナンシャルゲート株式会社,,,正社員,36.3,契約社員,32.3,,,,,,,,,,,,,,,,,,,,,,,2025年9月時点,2026年02月05日
4307,4010001054032,株式会社野村総合研究所,0,対象正社員,総合職,0,事務職,0,,,,,,,,正社員,73.4,,,,,,,,,73.1,73.1,,2025年4月1日～2026年3月31日,"同一役職における同一等級では、男女の賃金差異はありません。しかし、女性社員の採用を積極的に行っているため、若年層ほど相対的に女性の割合が高い人員構成になっています。
そのため、部長・課長といった上位の役職ほど女性の割合が低く、さらに同一役職においても上位の等級ほど女性の割合が低いことから、全労働者での賃金差異及び役職内での若干の賃金差異が生じています。
部長級・課長級含む管理職掌の女性登用の推進のため、登用につながる機会付与・ジョブアサインを計画的に実施していきます。",2026年6月時点,2026年06月23日
1802,7010401088742,株式会社大林組,32.1,対象正社員,,,,,,,,,,,64.8,,,,,,,,,,,69.3,69.9,61.5,2025年4月1日～2026年3月31日,,2026年3月時点,2026年07月02日
7038,1010001121867,フロンティア・マネジメント株式会社,14.5,対象正社員,契約社員,14.5,,,,,,,,,98.8,正社員・契約社員,34.5,,,,,,,,,55,57,28,2025年1月1日～2025年12月31日,,2025年12月時点,2026年04月10日
8035,4010401020757,東京エレクトロン株式会社,,,,,,,,,,,,,,正社員,75.4,,,,,,,,,60.6,61.4,57,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月26日
4519,5011501002900,中外製薬株式会社,3.8,対象正社員,研究開発,4.6,営業ほか,3,スタッフ,4.4,シニア社員,2.6,無期契約社員,1.4,,正社員,64.6,シニア社員,70.6,契約社員,81.7,無期契約,104.3,,,81.4,81.2,76.3,2025年1月1日～2025年12月31日,"本データは事業年度2025年（2025年1月1日～2025年12月31日）より算出
・当社は、年齢・属性に捉われず誰もが活躍でき、役割・成果に応じたメリハリのある評価・処遇の実現を目指した人事制度を運用しており、処遇は男女同一であり、現在の賃金差異は職務、等級、年齢構成の違いによるものです。
・管理職においては、職務等級制度により、ポジションに基づき賃金が決まることから94.7％と賃金差異は小さく、役職の階層別では95%を超える水準となっています。
・差異の要因の一つである女性マネジャー比率の向上に向け、2022年に2030年末時点のKPIを設定し、女性マネジャーの登用やキャリア形成支援を強化しています。具体的には、若手女性社員を対象とした自部門外の女性マネジャーとの対話プログラム「ななめCheck-in」を実施し、64名の参加者がキャリア形成や仕事と育児の両立に関する示唆を得る機会となりました。また、女性の後継候補人財に対し全経営役員が育成と登用を支援する「スポンサー制」も導入しています。こうした施策を通じて、「マネジャーという役割に前向きになれた」「自身のキャリアの視野が広がった」などの声が寄せられ、挑戦意欲の醸成につながっています。これらの結果、女性マネジャー比率は2022年の15.9%から2025年には19.2%まで上昇しています。
・2025年から導入した新人事制度においては、職務等級制度とジョブポスティングの仕組みを組み合わせることで、社員が年齢や属性にかかわらず主体的にキャリアを構築できる環境を整備しました。ジョブポスティング応募者に占める女性の割合は30.0%、合格者に占める女性割合は35.2%と、全社の女性社員比率（33.9%）と同水準であり、性別に関わらず挑戦できる機会が確保されていることが示されています。
・一般職の賃金差異（85.3％）については、ライフイベントによる男女の育児休業・短時間勤務取得状況の差や、時間外勤務時間等の差異が主な要因です。特に、育児休業・短時間勤務者の割合が多いG3（87.6％）においては、その影響が顕著にみられます。当社では、男性の育児休業取得率は90%を超える高い水準にあるため、男女共に育児参画する企業文化の定着を目指し、男性の育児休業の長期取得に向けた目標を設定し、継続的に意識啓発や環境整備を進めています。外部講師によるセミナーや、長期育児休業を取得した男性社員による座談会を通じて、本人・上司・同僚の声を共有し、職場の理解を促しました。また、「夫婦セミナー」を開催し、社外の配偶者も参加可能とすることで、男女共に育児に参画し活躍できる社会の実現を目指しています。これらの取り組みにより、男性の育休取得平均日数は2022年の18.9日から2025年には37.7日に増加しました。
・これらの取り組みにより、男女の賃金差異は2022年の77.7%から2025年には81.4%へと改善しています。
・労働者の男女の賃金差異は、「女性の職業生活における活躍の推進に関する法律」（平成27年法律第64号）の規定に基づいて算出しています。
・育児休業取得者、短時間勤務者（パートタイマ―を含む）の労働時間の補正は行っていません。
・その他雇用労働者は、契約社員（シニア社員を含む）およびパートタイマーです。
・2025年内の海外勤務者、および入社者（キャリア入社者、新卒入社者、転籍者）は含めていません。
・2025年12月末付の労働者数に基づき算出しています。",2025年12月時点,2026年04月03日
4385,6010701027558,株式会社メルカリ,,,Corporate 正社員,8.3,Corporate アルバイト,0.7,Corporate 有期契約社員,1.7,Engineer 正社員,2.5,Engineer　アルバイト,3,75.1,正規労働者,75.1,,,,,,,,,68,69.4,71.2,2024年7月1日～2025年6月30日,,2025年12月時点,2026年03月16日
8020,7140001005647,兼松株式会社,7.5,対象正社員,プロフェッショナル,9.4,アドミスタッフ,4.2,SⅠ,6.1,SⅣ,0,,,73,管理職,72.7,プロフェッショナル,72.7,アドミスタッフ,83,,,,,61.7,63.3,42.3,2025年4月1日～2026年3月31日,"・「女性の職業生活における活躍の推進に関する法律」（平成27年法律第64号）の規定に基づき算出したものであります。
・労働者の男女の賃金の差異については、男性の賃金を100％とした場合の女性の賃金の割合を示しておりま
す。なお、人事制度における男女の給与テーブルに差はなく、差異は職種・職責・等級別の人員構成による
ものであります。",2025年3月時点,2026年07月02日
4684,8010001039574,株式会社　オービック,,,,,,,,,,,,,,正社員,89,,,,,,,,,76.5,77.1,73.5,2025年4月1日～2026年3月31日,,2026年3月時点,2026年06月23日
1961,2010001008683,三機工業株式会社,28.8,その他,その他,28.8,,,,,,,,,,その他,63.7,,,,,,,,,60.4,60.2,53,2025年4月1日～2026年3月31日,"制度上、同一の従業員資格グレードにおける男女の賃金格差は
ありません。
女性管理職が男性管理職に比べ少ないことが男女の平均賃金の
差異が生じている主な理由です。",2026年4月時点,2026年07月08日
8015,6180001031731,豊田通商株式会社,21.6,その他,"基幹職掌(グローバル職),専任職B(グローバル職)",28.1,基幹職掌(地域限定職),15.4,ビジネスサポート職掌,21.7,嘱託,16.5,派遣社員,11.1,65.1,正社員,65.1,,,,,,,,,61.9,60.5,43.8,2025年4月1日～2026年3月31日,"男女の賃金の差異は主に以下事由による
＜正規雇用労働者＞
相対的に賃金の高い管理職、海外・国内異動を伴うグローバル職（女性比率14.7％）における女性比率が低いため
＜有期労働者＞
60歳以上の再雇用嘱託社員における上位等級者の女性比率が低いため",2026年4月時点,2026年06月29日
8628,2010001057425,松井証券株式会社,,,,,,,,,,,,,81,対象とする労働者すべて,81,,,,,,,,,,,,,,2025年3月時点,2025年08月08日
9984,1010401056795,ソフトバンクグループ株式会社,9.9,その他,正社員,10,契約社員等,4,,,,,,,,,,,,,,,,,,55.2,59.4,41.1,2025年4月1日～2026年3月31日,,2026年5月時点,2026年06月04日
1980,6120001045084,ダイダン株式会社,23.2,対象正社員,正社員,23.2,契約社員,21.2,,,,,,,,正社員,53.5,契約社員,64.6,,,,,,,58.5,62.7,62.8,2025年4月1日～2026年3月31日,,2026年4月時点,2026年07月27日
1801,4011101011880,大成建設株式会社,29.7,対象正社員,総合職（全国）,34,総合職（エリア）,26.9,担当職,15.2,,,,,,雇用期間の定めのない従業員,74,,,,,,,,,59.9,60.2,51.1,2025年4月1日～2026年3月31日,男女の賃金の差異については、性別に関係なく同一の制度を適用しておりますが、在籍者の平均年齢、人数の差等により生じております。,2026年3月時点,2026年07月13日
9513,6010001050764,電源開発株式会社,22,その他,正社員,22.9,有期雇用者,7.1,,,,,,,,対象とする労働者すべて,82.3,,,,,,,,,60.1,60.4,66.4,2024年4月1日～2025年3月31日,"賃金：基本給、超過労働に対する報酬、賞与等を含み、退職手当、通勤手当等を除く。
正規雇用労働者：社員の他、常勤嘱託及び建設職員のうち無期雇用転換した者を含み、休職者、他社から当社への出向者、当社からの給与支給を停止する出向者を除く。
非正規雇用労働者：継続社員、常勤嘱託及び建設職員（無期雇用転換した者を除く）、非常勤嘱託。休職者、他社から当社への出向者を除く。
差異についての補足説明
人員構成差を要因として、男女間の賃金に差が生じているが、報酬制度において、性別による処遇差はない。
女性活躍推進の観点から、女性の新卒採用を強化している。新規採用者に占める女性比率は、20％以上を目標としており、2025年４月１日に入社した新卒社員における女性比率は22％であった。なお、2025年３月31日現在における全社員の男女平均年齢は、男性42.0歳、女性34.6歳である。",2025年3月時点,2026年05月20日
1979,7011101011812,株式会社大気社,30.8,対象正社員,正社員技術系,33.5,正社員事務系,20.3,,,,,,,,全従業員,62.8,,,,,,,,,63.4,67.9,62.7,2025年4月1日～2026年3月31日,"2025年4月～2026年3月実績

ただし、以下の項目は除外
【除外されている労働者】
　①取締役、顧問、監査役
　②顧問税理士、顧問弁護士
　③海外諸手当が支給されている者
　④退職月と入社月が月途中の者
【除外している手当】
　①通勤手当
　②退職手当


＜正規雇用＞
当社は、能力や職務、役割に応じて区分・序列化する等級制度を採用しており、性別などの属性によらない評価・処遇を行っております。従って、各等級内における男女の賃金差異はありません。正規雇用における男女の賃金差異は、管理監督職以上となる上位等級における女性社員比率の低さ、女性の新卒採用強化に伴う若手の女性社員数の増加に起因するものです。

＜非正規雇用＞
非正規雇用者には施工管理業務と一般事務業務に従事する社員がおります。施工管理業務は、一般事務業務と比較して諸手当を含めた賃金総額が相対的に高くなる傾向があります。非正規雇用における男女の賃金差異は、施工管理業務に従事する女性社員の比率が低いことに起因するものです。",2026年6月時点,2026年07月02日
2502,6010601036386,アサヒグループホールディングス株式会社,20.3,対象正社員,,,,,,,,,,,,正社員,63,,,,,,,,,,,,,,2018年11月時点,2018年11月16日
2768,5010401049977,双日（株）,18.6,その他,総合職,19.9,事務職,8.2,契約社員,13.5,,,,,,従業員,77,,,,,,,,,59.6,59.8,53.3,2025年4月1日～2026年3月31日,"当社の正社員は総合職と事務職で構成されています。総合職は基幹業務において主体的に役割を担い、事務職は総合職を補佐し事務処理業務全般を担う職種です。また、非正社員は主に定年再雇用社員です。当社では、それぞれの職種ごとに役割等級制度を採用し、年齢や性別を問わず、本人の資質や能力、取り組み意欲に応じて役割が決定されています。職務の内容や異動の範囲などが同じ役割等級では性別の違いによる賃金の差はありません（時間外勤務などの変動要因によるものを除く）が、賃金に差異が生じている主な要因は以下のとおりです。

① 当社では総合職において管理職層で女性社員の割合が低いことが挙げられます。現在、人材戦略の重要施策として、女性活躍推進に取り組んでいます。2030年代に全社員に占める女性社員比率50％程度、女性課長比率を50％程度にすることを目指し、新卒及びキャリア採用における女性総合職社員の採用増加に加えて、仕事と育児の両立環境の整備、各世代層のパイプライン形成と経験の蓄積やキャリア意識の醸成を積極的に進めています。今後は管理職層の女性社員増加により、この要因による男女の賃金の差異は縮小していくと考えています。

② 総合職とは役割が異なる事務職において全員が女性社員（2025年３月31日現在）となっていることも、男女の賃金の差異の要因です。当社は事務職を多様な働き方の１つの形態と位置づけ、今後も採用を継続していく方針です。事務職は、性別に関わりなく選択可能な職種ですが、新卒採用・キャリア採用共に応募者は女性となっていることから、今後も男女の賃金の差異への影響は発生すると考えています。一方、当社では、総合職と事務職との間で相互に職種転換を可能とする制度を設けており、男女共に入社後に社員個人のキャリア・働き方に応じた職種転換が可能となっています。

③ 非正社員は、主に定年再雇用制度に基づき定年退職後（60歳定年制）に再雇用された社員、及び役員退任後に有期雇用社員として再雇用された社員です。定年再雇用者に対する賃金は、定年後に担う職種と役割・責任に基づき設定される役割等級に準じて決定されますが、定年前までの業務内容や経験に基づいた役割・責任に応じた設定となるため、非正社員での男女の賃金の差異に影響しています。",2026年3月時点,2026年07月15日
8630,9011101055980,ＳＯＭＰＯホールディングス株式会社,,,,,,,,,,,,,,,,,,,,,,,,68.9,74.8,13.6,2025年4月1日～2026年3月31日,"・男女の賃金の差異が生じている主要因は、相対的に賃金水準が高い管理職の男性比率が高いためであり、職務等が同じである場合は、性別による賃金の差異は発生しない給与制度となっている。
・Q15の注釈に則り、本項目は、SOMPOホールディングス単体での数値を記載。",2026年4月時点,2026年07月16日
485A,7010401159056,株式会社パワーエックス,,,,,,,,,,,,,,,,,,,,,,,,77.9,77.9,,2025年1月1日～2025年12月31日,,2025年12月時点,2026年03月31日
1975,5010401000023,株式会社朝日工業社,28.5,対象正社員,総合職 技術系,34.3,総合職 事務系,17.7,一般職,4.9,技能職,10.7,契約社員(無期雇用),9.4,,対象となる労働者すべて,61.2,,,,,,,,,66.5,72.8,67,2025年4月1日～2026年3月31日,男女の賃金の差異を算出する際に使用する総賃金には、職務内容により相違する総合職用と一般職用の各給与を合算している。,2026年5月時点,2026年07月17日
